datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
1995-10-24,AME,AME_19951024,HumanObservation,0.0,5.0,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1995-10-24,AME,AME_19951024,HumanObservation,0.0,5.0,Mullus surmuletus,126986,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1995-10-24,AMI,AMI_19951024,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,29.0,Ind
1995-10-24,AMI,AMI_19951024,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,60.0,Ind
1995-10-24,AMI,AMI_19951024,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,194.0,Ind
1995-10-24,AMI,AMI_19951024,HumanObservation,0.0,5.0,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,Ind
1995-10-24,AMI,AMI_19951024,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,33.0,Ind
1995-10-24,AMI,AMI_19951024,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1995-10-24,AMM,AMM_19951024,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1995-10-24,AMM,AMM_19951024,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1995-10-24,AMM,AMM_19951024,HumanObservation,0.0,5.0,Macropodia rostrata,107345,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1995-10-24,AMM,AMM_19951024,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,119.0,Ind
1995-10-24,AMM,AMM_19951024,HumanObservation,0.0,5.0,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1995-10-24,AMM,AMM_19951024,HumanObservation,0.0,5.0,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
1996-12-14,AME,AME_19961214,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,35.0,Ind
1996-12-14,AME,AME_19961214,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
1996-12-14,AME,AME_19961214,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1996-12-14,AME,AME_19961214,HumanObservation,0.0,5.0,Dicentrarchus labrax,126975,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
1996-12-14,AME,AME_19961214,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1996-12-14,AMI,AMI_19961214,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1996-12-14,AMI,AMI_19961214,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
1996-12-14,AMI,AMI_19961214,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1996-12-14,AMI,AMI_19961214,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1996-12-14,AMM,AMM_19961214,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,50.0,Ind
1996-12-14,AMM,AMM_19961214,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,21.0,Ind
1996-12-14,AMM,AMM_19961214,HumanObservation,0.0,5.0,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1996-12-14,AMM,AMM_19961214,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
1996-12-14,AMM,AMM_19961214,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,5.0,Ind
1997-10-23,AME,AME_19971023,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1997-10-23,AME,AME_19971023,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,9.0,Ind
1997-10-23,AMI,AMI_19971023,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,46.0,Ind
1997-10-23,AMI,AMI_19971023,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,9.0,Ind
1997-10-23,AMI,AMI_19971023,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,237.0,Ind
1997-10-23,AMI,AMI_19971023,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1997-10-23,AMI,AMI_19971023,HumanObservation,0.0,5.0,Dicentrarchus labrax,126975,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1997-10-23,AMI,AMI_19971023,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,25.0,Ind
1997-10-23,AMI,AMI_19971023,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1997-10-23,AMM,AMM_19971023,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
1997-10-23,AMM,AMM_19971023,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,52.0,Ind
1998-11-04,AME,AME_19981104,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
1998-11-04,AME,AME_19981104,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,14.0,Ind
1998-11-04,AMI,AMI_19981104,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,7.0,Ind
1998-11-04,AMI,AMI_19981104,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1998-11-04,AMI,AMI_19981104,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1998-11-04,AMM,AMM_19981104,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1998-11-04,AMM,AMM_19981104,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1999-11-23,AME,AME_19991123,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
1999-11-23,AME,AME_19991123,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1999-11-23,AME,AME_19991123,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,111.0,Ind
1999-11-23,AME,AME_19991123,HumanObservation,0.0,5.0,Diplodus sargus,127053,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,22.0,Ind
1999-11-23,AME,AME_19991123,HumanObservation,0.0,5.0,Dicentrarchus labrax,126975,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,9.0,Ind
1999-11-23,AME,AME_19991123,HumanObservation,0.0,5.0,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1999-11-23,AME,AME_19991123,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,68.0,Ind
1999-11-23,AME,AME_19991123,HumanObservation,0.0,5.0,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1999-11-23,AMI,AMI_19991123,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,20.0,Ind
1999-11-23,AMI,AMI_19991123,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1999-11-23,AMI,AMI_19991123,HumanObservation,0.0,5.0,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1999-11-23,AMI,AMI_19991123,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,10.0,Ind
1999-11-23,AMI,AMI_19991123,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,66.0,Ind
1999-11-23,AMI,AMI_19991123,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
1999-11-23,AMM,AMM_19991123,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,40.0,Ind
1999-11-23,AMM,AMM_19991123,HumanObservation,0.0,5.0,Upogebia pusilla,107741,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
1999-11-23,AMM,AMM_19991123,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,113.0,Ind
1999-11-23,AMM,AMM_19991123,HumanObservation,0.0,5.0,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,12.0,Ind
1999-11-23,AMM,AMM_19991123,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
1999-11-23,AMM,AMM_19991123,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,62.0,Ind
2000-11-13,AME,AME_20001113,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2000-11-13,AME,AME_20001113,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
2000-11-13,AME,AME_20001113,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,35.0,Ind
2000-11-13,AME,AME_20001113,HumanObservation,0.0,5.0,Diplodus sargus,127053,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2000-11-13,AME,AME_20001113,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,33.0,Ind
2000-11-13,AME,AME_20001113,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-11-13,AME,AME_20001113,HumanObservation,0.0,5.0,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-11-13,AMI,AMI_20001113,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,72.0,Ind
2000-11-13,AMI,AMI_20001113,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,19.0,Ind
2000-11-13,AMI,AMI_20001113,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,30.0,Ind
2000-11-13,AMI,AMI_20001113,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2000-11-13,AMI,AMI_20001113,HumanObservation,0.0,5.0,Atherina presbyter,272030,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-11-13,AMI,AMI_20001113,HumanObservation,0.0,5.0,Dicentrarchus labrax,126975,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2000-11-13,AMI,AMI_20001113,HumanObservation,0.0,5.0,Chelon labrosus,126977,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,3.0,Ind
2000-11-13,AMI,AMI_20001113,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,154.0,Ind
2000-11-13,AMI,AMI_20001113,HumanObservation,0.0,5.0,Pleuronectes platessa,127143,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,11.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,14.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Upogebia pusilla,107741,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,61.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Pachygrapsus marmoratus,107455,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Chelon labrosus,126977,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,47.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2000-11-13,AMM,AMM_20001113,HumanObservation,0.0,5.0,Solea solea,127160,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2001-11-28,AME,AME_20011128,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
2001-11-28,AME,AME_20011128,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
2001-11-28,AME,AME_20011128,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,16.0,Ind
2001-11-28,AME,AME_20011128,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-11-28,AME,AME_20011128,HumanObservation,0.0,5.0,Dicentrarchus labrax,126975,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2001-11-28,AME,AME_20011128,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,10.0,Ind
2001-11-28,AME,AME_20011128,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-11-28,AMI,AMI_20011128,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,23.0,Ind
2001-11-28,AMI,AMI_20011128,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-11-28,AMI,AMI_20011128,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,15.0,Ind
2001-11-28,AMI,AMI_20011128,HumanObservation,0.0,5.0,Chelon labrosus,126977,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-11-28,AMI,AMI_20011128,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,109.0,Ind
2001-11-28,AMM,AMM_20011128,HumanObservation,0.0,5.0,Palaemon sp.,107032,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,307.0,Ind
2001-11-28,AMM,AMM_20011128,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,4.0,Ind
2001-11-28,AMM,AMM_20011128,HumanObservation,0.0,5.0,Upogebia pusilla,107741,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-11-28,AMM,AMM_20011128,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,41.0,Ind
2001-11-28,AMM,AMM_20011128,HumanObservation,0.0,5.0,Anguilla anguilla,126281,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,2.0,Ind
2001-11-28,AMM,AMM_20011128,HumanObservation,0.0,5.0,Diplodus sargus,127053,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-11-28,AMM,AMM_20011128,HumanObservation,0.0,5.0,Gobius niger,126892,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2001-11-28,AMM,AMM_20011128,HumanObservation,0.0,5.0,Pomatoschistus sp.,125999,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,73.0,Ind
2001-11-28,AMM,AMM_20011128,HumanObservation,0.0,5.0,Platichthys flesus,127141,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,1.0,Ind
2002-10-07,AME,AME_20021007,HumanObservation,0.0,5.0,Crangon crangon,107552,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,6.0,Ind
2002-10-07,AME,AME_20021007,HumanObservation,0.0,5.0,Carcinus maenas,107381,"Three hauls, 2.5 m wide beam trawl, net of 40 mm mesh size and 14 mm mesh size cod end; towed 10 min at 1.5 knots",Abundance,89.0,Ind
